name,diameter,weight,red,green,blue
orange,11.39,194.89,144.00,85.00,2.00
orange,11.40,194.93,168.00,92.00,2.00
orange,11.41,194.96,153.00,73.00,2.00
orange,11.41,195.09,153.00,80.00,2.00
orange,11.42,195.28,163.00,84.00,4.00
orange,11.43,195.33,155.00,76.00,9.00
orange,11.44,195.45,146.00,75.00,11.00
orange,11.45,195.47,169.00,96.00,11.00
orange,11.46,195.65,160.00,96.00,2.00
orange,11.49,195.78,157.00,80.00,3.00
orange,11.49,195.88,138.00,76.00,18.00
orange,11.50,195.90,152.00,68.00,17.00
orange,11.51,196.15,143.00,78.00,15.00
orange,11.53,196.54,148.00,60.00,2.00
orange,11.53,196.77,163.00,87.00,2.00
orange,11.53,196.84,165.00,78.00,18.00
orange,11.53,197.13,156.00,81.00,2.00
orange,11.55,197.25,160.00,87.00,2.00
orange,11.58,197.58,171.00,81.00,2.00
orange,11.58,197.68,160.00,81.00,7.00
orange,11.58,198.36,159.00,80.00,13.00
orange,11.60,198.64,168.00,97.00,10.00
orange,11.62,198.67,144.00,91.00,24.00
orange,11.64,198.84,165.00,73.00,2.00
orange,11.64,199.06,151.00,65.00,3.00
orange,11.65,199.53,150.00,79.00,4.00
orange,11.65,199.55,163.00,90.00,2.00
orange,11.67,200.11,144.00,82.00,8.00
orange,11.69,200.24,177.00,100.00,2.00
orange,11.69,200.38,159.00,86.00,9.00
orange,11.75,200.66,142.00,74.00,4.00
orange,11.77,200.94,140.00,90.00,6.00
orange,11.77,201.27,169.00,103.00,2.00
orange,11.78,202.41,152.00,69.00,19.00
orange,11.80,203.12,153.00,70.00,2.00
orange,11.80,203.94,159.00,76.00,11.00
orange,11.81,205.30,166.00,65.00,2.00
orange,11.85,205.44,160.00,91.00,5.00
orange,11.90,205.54,172.00,71.00,17.00
orange,11.93,206.66,159.00,71.00,17.00
orange,11.97,206.75,139.00,89.00,8.00
orange,12.01,206.84,140.00,97.00,2.00
orange,12.04,207.91,164.00,74.00,2.00
orange,12.21,208.93,169.00,85.00,18.00
orange,12.21,212.23,152.00,85.00,2.00
orange,12.22,212.77,143.00,83.00,2.00
orange,12.22,217.00,170.00,89.00,3.00
orange,12.28,217.04,167.00,76.00,16.00
orange,12.55,218.07,143.00,77.00,4.00
orange,12.75,230.13,159.00,87.00,5.00
orange,12.87,231.09,158.00,86.00,17.00
grapefruit,7.63,126.79,150.00,74.00,24.00
grapefruit,7.69,133.98,150.00,43.00,15.00
grapefruit,7.72,135.56,150.00,54.00,21.00
grapefruit,7.77,135.62,150.00,75.00,15.00
grapefruit,7.84,136.63,149.00,77.00,20.00
grapefruit,7.94,137.66,144.00,81.00,26.00
grapefruit,8.05,138.87,134.00,85.00,26.00
grapefruit,8.11,139.26,148.00,59.00,22.00
grapefruit,8.18,140.20,142.00,81.00,7.00
grapefruit,8.19,140.91,143.00,65.00,30.00
grapefruit,8.19,142.93,149.00,63.00,16.00
grapefruit,8.21,144.85,157.00,83.00,21.00
grapefruit,8.24,145.52,142.00,84.00,10.00
grapefruit,8.24,146.47,149.00,83.00,19.00
grapefruit,8.29,146.51,168.00,86.00,42.00
grapefruit,8.30,146.61,158.00,71.00,16.00
grapefruit,8.36,146.71,133.00,74.00,21.00
grapefruit,8.36,146.81,154.00,80.00,12.00
grapefruit,8.37,146.85,137.00,71.00,18.00
grapefruit,8.37,147.07,156.00,67.00,22.00
grapefruit,8.45,147.43,141.00,54.00,2.00
grapefruit,8.47,147.62,148.00,88.00,23.00
grapefruit,8.50,147.72,157.00,80.00,33.00
grapefruit,8.50,147.78,147.00,68.00,12.00
grapefruit,8.51,148.03,148.00,91.00,28.00
grapefruit,8.51,148.26,162.00,75.00,5.00
grapefruit,8.53,148.35,171.00,72.00,6.00
grapefruit,8.54,148.96,153.00,87.00,11.00
grapefruit,8.59,149.20,146.00,82.00,40.00
grapefruit,8.59,149.33,142.00,58.00,11.00
grapefruit,8.61,149.39,137.00,70.00,18.00
grapefruit,8.64,149.42,145.00,67.00,31.00
grapefruit,8.65,149.83,158.00,70.00,36.00
grapefruit,8.66,150.01,153.00,74.00,17.00
grapefruit,8.66,150.03,143.00,62.00,19.00
grapefruit,8.67,150.17,162.00,62.00,24.00
grapefruit,8.67,150.38,152.00,63.00,6.00
grapefruit,8.68,150.60,153.00,78.00,32.00
grapefruit,8.68,150.63,168.00,70.00,13.00
grapefruit,8.69,150.69,154.00,83.00,36.00
grapefruit,8.69,150.75,147.00,58.00,10.00
grapefruit,8.71,151.09,131.00,80.00,24.00
grapefruit,8.73,151.11,151.00,81.00,3.00
grapefruit,8.74,151.13,148.00,74.00,22.00
grapefruit,8.74,151.22,152.00,85.00,12.00
grapefruit,8.75,151.29,154.00,53.00,41.00
grapefruit,8.76,151.65,146.00,78.00,13.00
grapefruit,8.76,152.22,143.00,69.00,13.00
grapefruit,8.78,152.42,153.00,71.00,10.00
grapefruit,8.79,152.53,150.00,72.00,24.00
grapefruit,8.79,152.59,158.00,53.00,11.00
grapefruit,8.80,152.79,154.00,74.00,23.00
grapefruit,8.80,152.82,138.00,51.00,14.00
grapefruit,8.80,152.88,147.00,73.00,5.00
grapefruit,8.81,153.01,154.00,59.00,6.00
grapefruit,8.81,153.11,139.00,64.00,4.00
grapefruit,8.81,153.13,157.00,72.00,12.00
grapefruit,8.81,153.14,144.00,69.00,22.00
grapefruit,8.82,153.42,151.00,69.00,11.00
grapefruit,8.84,153.52,145.00,73.00,21.00
grapefruit,8.84,153.89,139.00,78.00,11.00
grapefruit,8.84,154.05,151.00,67.00,29.00
grapefruit,8.85,154.07,151.00,70.00,32.00
grapefruit,8.85,154.17,136.00,58.00,6.00
grapefruit,8.86,154.23,166.00,48.00,5.00
grapefruit,8.86,154.26,161.00,53.00,13.00
grapefruit,8.86,154.28,159.00,67.00,18.00
grapefruit,8.88,154.31,155.00,75.00,20.00
grapefruit,8.88,154.33,132.00,61.00,15.00
grapefruit,8.89,154.44,180.00,72.00,17.00
grapefruit,8.90,154.45,150.00,67.00,2.00
grapefruit,8.90,154.81,155.00,55.00,18.00
grapefruit,8.90,154.88,151.00,68.00,7.00
grapefruit,8.91,155.15,147.00,70.00,17.00
grapefruit,8.92,155.25,143.00,87.00,2.00
grapefruit,8.92,155.27,149.00,77.00,24.00
grapefruit,8.92,155.49,149.00,68.00,9.00
grapefruit,8.93,155.53,150.00,41.00,18.00
grapefruit,8.93,155.54,154.00,66.00,15.00
grapefruit,8.95,155.62,157.00,80.00,19.00
grapefruit,8.96,155.65,155.00,67.00,3.00
grapefruit,8.96,155.67,152.00,71.00,11.00
grapefruit,8.96,155.69,146.00,64.00,8.00
grapefruit,8.97,155.84,146.00,75.00,7.00
grapefruit,9.00,156.08,143.00,59.00,11.00
grapefruit,9.01,156.09,150.00,78.00,2.00
grapefruit,9.02,156.16,145.00,75.00,17.00
grapefruit,9.02,156.18,148.00,69.00,11.00
grapefruit,9.02,156.29,139.00,70.00,15.00
grapefruit,9.03,156.29,128.00,70.00,21.00
grapefruit,9.03,156.43,150.00,61.00,25.00
grapefruit,9.03,156.50,153.00,89.00,16.00
grapefruit,9.03,156.87,153.00,78.00,24.00
grapefruit,9.03,156.92,152.00,68.00,15.00
grapefruit,9.05,157.20,157.00,50.00,11.00
grapefruit,9.05,157.21,172.00,75.00,30.00
grapefruit,9.06,157.26,144.00,67.00,10.00
grapefruit,9.06,157.31,148.00,41.00,11.00
grapefruit,9.06,157.49,146.00,68.00,4.00
grapefruit,9.06,157.55,154.00,67.00,4.00
grapefruit,9.06,157.57,149.00,74.00,21.00
grapefruit,9.06,157.66,145.00,70.00,19.00
grapefruit,9.07,157.71,156.00,80.00,26.00
grapefruit,9.07,157.72,162.00,71.00,5.00
grapefruit,9.07,157.74,166.00,77.00,10.00
grapefruit,9.07,157.75,151.00,82.00,4.00
grapefruit,9.08,157.78,164.00,85.00,9.00
grapefruit,9.08,158.00,147.00,74.00,21.00
grapefruit,9.08,158.05,160.00,90.00,17.00
grapefruit,9.09,158.20,139.00,75.00,6.00
grapefruit,9.09,158.28,146.00,70.00,2.00
grapefruit,9.09,158.28,146.00,79.00,2.00
grapefruit,9.09,158.33,156.00,75.00,25.00
grapefruit,9.09,158.42,161.00,58.00,14.00
grapefruit,9.10,158.51,149.00,82.00,31.00
grapefruit,9.10,158.52,143.00,71.00,23.00
grapefruit,9.10,158.54,142.00,55.00,27.00
grapefruit,9.10,158.57,149.00,67.00,13.00
grapefruit,9.10,158.59,159.00,56.00,6.00
grapefruit,9.11,158.64,153.00,59.00,24.00
grapefruit,9.11,158.73,148.00,74.00,24.00
grapefruit,9.11,158.80,144.00,71.00,20.00
grapefruit,9.11,159.05,162.00,71.00,23.00
grapefruit,9.11,159.16,145.00,79.00,22.00
grapefruit,9.12,159.18,161.00,55.00,21.00
grapefruit,9.12,159.34,145.00,67.00,15.00
grapefruit,9.12,159.37,159.00,62.00,2.00
grapefruit,9.12,159.39,146.00,50.00,41.00
grapefruit,9.12,159.41,148.00,71.00,18.00
grapefruit,9.13,159.44,141.00,69.00,13.00
grapefruit,9.13,159.48,153.00,88.00,5.00
grapefruit,9.13,159.54,144.00,65.00,18.00
grapefruit,9.13,159.56,153.00,80.00,11.00
grapefruit,9.13,159.61,143.00,75.00,40.00
grapefruit,9.13,159.71,143.00,80.00,13.00
grapefruit,9.14,159.90,150.00,63.00,17.00
grapefruit,9.15,159.98,153.00,59.00,23.00
grapefruit,9.15,160.07,148.00,53.00,10.00
grapefruit,9.15,160.12,155.00,71.00,12.00
grapefruit,9.15,160.13,155.00,72.00,17.00
grapefruit,9.16,160.14,167.00,81.00,4.00
grapefruit,9.17,160.17,146.00,70.00,2.00
grapefruit,9.17,160.19,173.00,84.00,8.00
grapefruit,9.17,160.36,131.00,75.00,19.00
grapefruit,9.17,160.44,157.00,80.00,13.00
grapefruit,9.18,160.55,165.00,67.00,10.00
grapefruit,9.18,160.58,163.00,76.00,21.00
grapefruit,9.18,160.67,137.00,69.00,2.00
grapefruit,9.18,160.70,158.00,74.00,21.00
grapefruit,9.19,160.73,141.00,81.00,17.00
grapefruit,9.19,160.76,157.00,67.00,34.00
grapefruit,9.19,160.80,144.00,58.00,22.00
grapefruit,9.19,160.84,133.00,58.00,27.00
grapefruit,9.20,160.84,163.00,73.00,15.00
grapefruit,9.20,160.87,157.00,63.00,21.00
grapefruit,9.20,160.93,138.00,73.00,8.00
grapefruit,9.20,161.01,163.00,61.00,12.00
grapefruit,9.22,161.03,158.00,68.00,15.00
grapefruit,9.23,161.04,160.00,79.00,22.00
grapefruit,9.23,161.08,152.00,73.00,5.00
grapefruit,9.23,161.11,159.00,69.00,6.00
grapefruit,9.23,161.11,138.00,82.00,14.00
grapefruit,9.23,161.15,151.00,55.00,21.00
grapefruit,9.23,161.19,143.00,68.00,19.00
grapefruit,9.24,161.35,150.00,70.00,20.00
grapefruit,9.24,161.38,167.00,61.00,3.00
grapefruit,9.25,161.43,151.00,64.00,2.00
grapefruit,9.25,161.44,130.00,79.00,11.00
grapefruit,9.26,161.50,143.00,73.00,29.00
grapefruit,9.26,161.59,157.00,84.00,22.00
grapefruit,9.26,161.65,149.00,78.00,19.00
grapefruit,9.26,161.66,139.00,73.00,8.00
grapefruit,9.26,161.70,132.00,62.00,26.00
grapefruit,9.27,161.72,159.00,65.00,13.00
grapefruit,9.27,161.83,152.00,65.00,33.00
grapefruit,9.27,161.87,146.00,58.00,16.00
grapefruit,9.28,161.93,149.00,69.00,29.00
grapefruit,9.28,161.95,141.00,65.00,8.00
grapefruit,9.28,161.97,142.00,60.00,36.00
grapefruit,9.28,162.00,144.00,75.00,15.00
grapefruit,9.29,162.03,157.00,80.00,22.00
grapefruit,9.29,162.06,162.00,69.00,13.00
grapefruit,9.29,162.09,164.00,73.00,2.00
grapefruit,9.29,162.17,152.00,66.00,2.00
grapefruit,9.30,162.21,132.00,74.00,29.00
grapefruit,9.30,162.21,144.00,68.00,4.00
grapefruit,9.30,162.24,136.00,51.00,19.00
grapefruit,9.30,162.27,137.00,61.00,24.00
grapefruit,9.30,162.33,154.00,77.00,21.00
grapefruit,9.31,162.50,167.00,79.00,22.00
grapefruit,9.31,162.56,150.00,78.00,14.00
grapefruit,9.32,162.56,159.00,69.00,28.00
grapefruit,9.32,162.57,144.00,83.00,16.00
grapefruit,9.32,162.83,159.00,63.00,2.00
grapefruit,9.32,162.92,161.00,58.00,35.00
grapefruit,9.32,162.93,138.00,58.00,17.00
grapefruit,9.32,162.95,155.00,76.00,2.00
grapefruit,9.32,162.95,170.00,95.00,3.00
grapefruit,9.32,162.96,147.00,87.00,11.00
grapefruit,9.33,163.07,146.00,57.00,7.00
grapefruit,9.33,163.13,155.00,75.00,16.00
grapefruit,9.33,163.13,153.00,68.00,26.00
grapefruit,9.34,163.22,163.00,85.00,24.00
grapefruit,9.34,163.27,153.00,80.00,14.00
grapefruit,9.34,163.30,151.00,56.00,14.00
grapefruit,9.34,163.38,156.00,42.00,2.00
grapefruit,9.35,163.39,149.00,83.00,2.00
grapefruit,9.35,163.47,148.00,80.00,17.00
grapefruit,9.35,163.50,146.00,88.00,32.00
grapefruit,9.35,163.57,138.00,90.00,12.00
grapefruit,9.36,163.58,152.00,70.00,27.00
grapefruit,9.37,163.60,139.00,69.00,2.00
grapefruit,9.37,163.73,163.00,68.00,15.00
grapefruit,9.37,163.80,149.00,61.00,26.00
grapefruit,9.38,163.83,143.00,66.00,18.00
grapefruit,9.38,163.86,152.00,69.00,34.00
grapefruit,9.38,163.94,128.00,73.00,17.00
grapefruit,9.38,163.96,167.00,84.00,8.00
grapefruit,9.38,163.99,160.00,72.00,14.00
grapefruit,9.38,164.17,148.00,89.00,10.00
grapefruit,9.38,164.18,155.00,76.00,8.00
grapefruit,9.39,164.20,163.00,61.00,18.00
grapefruit,9.39,164.24,138.00,97.00,14.00
grapefruit,9.40,164.32,143.00,84.00,27.00
grapefruit,9.40,164.36,153.00,71.00,16.00
grapefruit,9.40,164.39,136.00,65.00,37.00
grapefruit,9.41,164.49,149.00,65.00,36.00
grapefruit,9.42,164.57,149.00,77.00,3.00
grapefruit,9.42,164.63,167.00,78.00,34.00
grapefruit,9.43,164.67,137.00,68.00,20.00
grapefruit,9.43,164.71,165.00,71.00,15.00
grapefruit,9.43,164.74,153.00,64.00,29.00
grapefruit,9.44,164.81,154.00,76.00,2.00
grapefruit,9.44,164.88,163.00,56.00,16.00
grapefruit,9.44,164.91,135.00,58.00,14.00
grapefruit,9.44,164.99,145.00,90.00,22.00
grapefruit,9.45,165.05,149.00,74.00,15.00
grapefruit,9.45,165.06,154.00,66.00,21.00
grapefruit,9.45,165.10,139.00,78.00,16.00
grapefruit,9.45,165.13,155.00,49.00,11.00
grapefruit,9.45,165.18,140.00,86.00,15.00
grapefruit,9.46,165.19,138.00,85.00,26.00
grapefruit,9.46,165.24,146.00,86.00,34.00
grapefruit,9.46,165.26,171.00,71.00,3.00
grapefruit,9.46,165.26,154.00,74.00,23.00
grapefruit,9.46,165.32,144.00,63.00,8.00
grapefruit,9.47,165.37,141.00,83.00,17.00
grapefruit,9.48,165.38,150.00,61.00,21.00
grapefruit,9.48,165.40,164.00,48.00,17.00
grapefruit,9.48,165.44,151.00,72.00,10.00
grapefruit,9.49,165.52,135.00,71.00,7.00
grapefruit,9.49,165.52,164.00,60.00,15.00
grapefruit,9.49,165.52,144.00,74.00,2.00
grapefruit,9.49,165.52,146.00,66.00,15.00
grapefruit,9.50,165.55,137.00,62.00,5.00
grapefruit,9.50,165.64,148.00,66.00,18.00
grapefruit,9.50,165.70,153.00,85.00,7.00
grapefruit,9.50,165.74,153.00,67.00,10.00
grapefruit,9.50,165.77,161.00,59.00,2.00
grapefruit,9.51,165.77,141.00,77.00,9.00
grapefruit,9.51,165.83,159.00,57.00,2.00
grapefruit,9.51,165.89,141.00,68.00,11.00
grapefruit,9.51,165.90,132.00,75.00,16.00
grapefruit,9.51,165.94,146.00,57.00,7.00
grapefruit,9.52,165.95,141.00,87.00,13.00
grapefruit,9.52,165.97,156.00,61.00,23.00
grapefruit,9.52,166.15,133.00,54.00,6.00
grapefruit,9.52,166.17,155.00,53.00,8.00
grapefruit,9.53,166.17,164.00,81.00,36.00
grapefruit,9.53,166.20,153.00,60.00,8.00
grapefruit,9.53,166.22,136.00,69.00,22.00
grapefruit,9.53,166.29,138.00,70.00,23.00
grapefruit,9.53,166.32,140.00,70.00,13.00
grapefruit,9.53,166.38,155.00,72.00,31.00
grapefruit,9.54,166.44,126.00,69.00,19.00
grapefruit,9.54,166.55,152.00,61.00,23.00
grapefruit,9.54,166.58,154.00,70.00,2.00
grapefruit,9.54,166.59,163.00,66.00,24.00
grapefruit,9.55,166.63,151.00,74.00,21.00
grapefruit,9.55,166.64,147.00,82.00,5.00
grapefruit,9.55,166.65,156.00,73.00,18.00
grapefruit,9.55,166.70,146.00,45.00,16.00
grapefruit,9.55,166.73,153.00,86.00,21.00
grapefruit,9.56,166.77,155.00,63.00,25.00
grapefruit,9.56,166.78,164.00,72.00,27.00
grapefruit,9.56,166.84,152.00,74.00,12.00
grapefruit,9.56,166.87,133.00,72.00,4.00
grapefruit,9.56,166.90,166.00,77.00,5.00
grapefruit,9.56,166.92,149.00,69.00,38.00
grapefruit,9.56,166.94,144.00,81.00,4.00
grapefruit,9.56,166.97,139.00,55.00,15.00
grapefruit,9.56,167.20,153.00,49.00,23.00
grapefruit,9.57,167.20,151.00,61.00,12.00
grapefruit,9.57,167.22,159.00,80.00,16.00
grapefruit,9.58,167.24,162.00,63.00,30.00
grapefruit,9.58,167.25,153.00,76.00,13.00
grapefruit,9.58,167.38,157.00,85.00,4.00
grapefruit,9.58,167.40,145.00,77.00,2.00
grapefruit,9.58,167.40,160.00,68.00,12.00
grapefruit,9.59,167.42,135.00,55.00,23.00
grapefruit,9.59,167.44,133.00,73.00,24.00
grapefruit,9.59,167.44,143.00,72.00,28.00
grapefruit,9.59,167.46,148.00,80.00,17.00
grapefruit,9.59,167.50,144.00,74.00,2.00
grapefruit,9.60,167.53,163.00,77.00,2.00
grapefruit,9.60,167.56,150.00,66.00,20.00
grapefruit,9.60,167.57,158.00,58.00,5.00
grapefruit,9.60,167.59,163.00,101.00,2.00
grapefruit,9.60,167.59,163.00,73.00,8.00
grapefruit,9.61,167.64,157.00,78.00,4.00
grapefruit,9.61,167.65,152.00,60.00,27.00
grapefruit,9.61,167.68,142.00,77.00,33.00
grapefruit,9.61,167.70,135.00,74.00,23.00
grapefruit,9.62,167.78,150.00,53.00,12.00
grapefruit,9.62,167.80,143.00,74.00,31.00
grapefruit,9.62,167.82,151.00,54.00,23.00
grapefruit,9.62,167.83,121.00,65.00,31.00
grapefruit,9.62,167.83,161.00,65.00,9.00
grapefruit,9.62,167.90,148.00,61.00,15.00
grapefruit,9.62,167.92,165.00,78.00,8.00
grapefruit,9.62,167.95,155.00,78.00,31.00
grapefruit,9.62,167.96,153.00,77.00,25.00
grapefruit,9.62,167.97,158.00,74.00,15.00
grapefruit,9.63,167.98,157.00,61.00,28.00
grapefruit,9.63,168.01,157.00,68.00,2.00
grapefruit,9.63,168.01,139.00,57.00,3.00
grapefruit,9.63,168.04,152.00,74.00,16.00
grapefruit,9.63,168.05,149.00,61.00,24.00
grapefruit,9.63,168.17,154.00,80.00,5.00
grapefruit,9.63,168.17,140.00,61.00,7.00
grapefruit,9.63,168.23,155.00,68.00,18.00
grapefruit,9.63,168.23,158.00,65.00,2.00
grapefruit,9.64,168.25,142.00,83.00,16.00
grapefruit,9.64,168.27,159.00,74.00,7.00
grapefruit,9.64,168.31,152.00,61.00,6.00
grapefruit,9.64,168.34,155.00,62.00,20.00
grapefruit,9.64,168.34,150.00,62.00,14.00
grapefruit,9.64,168.39,156.00,64.00,21.00
grapefruit,9.64,168.41,140.00,71.00,12.00
grapefruit,9.64,168.41,162.00,73.00,17.00
grapefruit,9.64,168.44,152.00,56.00,17.00
grapefruit,9.64,168.45,170.00,73.00,2.00
grapefruit,9.64,168.52,160.00,69.00,33.00
grapefruit,9.65,168.52,165.00,63.00,2.00
grapefruit,9.65,168.55,162.00,67.00,7.00
grapefruit,9.65,168.58,157.00,62.00,5.00
grapefruit,9.65,168.65,156.00,64.00,2.00
grapefruit,9.65,168.71,166.00,66.00,4.00
grapefruit,9.65,168.74,147.00,66.00,12.00
grapefruit,9.66,168.78,142.00,77.00,13.00
grapefruit,9.66,168.80,162.00,62.00,2.00
grapefruit,9.66,168.84,148.00,82.00,22.00
grapefruit,9.66,168.90,157.00,70.00,5.00
grapefruit,9.66,168.98,149.00,75.00,2.00
grapefruit,9.66,169.03,153.00,76.00,21.00
grapefruit,9.66,169.09,137.00,84.00,22.00
grapefruit,9.66,169.09,148.00,69.00,18.00
grapefruit,9.66,169.10,146.00,58.00,2.00
grapefruit,9.66,169.15,160.00,70.00,7.00
grapefruit,9.66,169.16,153.00,69.00,22.00
grapefruit,9.67,169.17,146.00,67.00,18.00
grapefruit,9.67,169.21,153.00,70.00,22.00
grapefruit,9.67,169.23,165.00,59.00,27.00
grapefruit,9.67,169.31,164.00,78.00,23.00
grapefruit,9.67,169.32,151.00,66.00,25.00
grapefruit,9.67,169.32,168.00,62.00,14.00
grapefruit,9.67,169.32,150.00,68.00,30.00
grapefruit,9.68,169.34,154.00,60.00,8.00
grapefruit,9.68,169.37,152.00,57.00,2.00
grapefruit,9.68,169.38,132.00,60.00,18.00
grapefruit,9.68,169.39,151.00,68.00,32.00
grapefruit,9.69,169.40,160.00,72.00,4.00
grapefruit,9.69,169.41,149.00,63.00,23.00
grapefruit,9.69,169.42,118.00,67.00,22.00
grapefruit,9.69,169.43,151.00,87.00,3.00
grapefruit,9.69,169.54,155.00,70.00,15.00
grapefruit,9.69,169.55,154.00,85.00,7.00
grapefruit,9.69,169.58,155.00,64.00,18.00
grapefruit,9.69,169.59,170.00,65.00,12.00
grapefruit,9.70,169.65,159.00,71.00,16.00
grapefruit,9.70,169.65,152.00,75.00,8.00
grapefruit,9.70,169.65,130.00,55.00,25.00
grapefruit,9.70,169.66,148.00,65.00,2.00
grapefruit,9.70,169.67,158.00,72.00,2.00
grapefruit,9.70,169.72,167.00,61.00,26.00
grapefruit,9.70,169.77,160.00,81.00,30.00
grapefruit,9.71,169.79,171.00,55.00,4.00
grapefruit,9.71,169.80,151.00,56.00,15.00
grapefruit,9.71,169.83,151.00,64.00,16.00
grapefruit,9.71,169.85,144.00,65.00,20.00
grapefruit,9.72,169.85,150.00,67.00,10.00
grapefruit,9.72,169.92,154.00,75.00,2.00
grapefruit,9.72,169.95,137.00,76.00,10.00
grapefruit,9.72,169.99,146.00,60.00,6.00
grapefruit,9.72,170.15,148.00,69.00,15.00
grapefruit,9.72,170.16,173.00,80.00,20.00
grapefruit,9.72,170.20,139.00,62.00,24.00
grapefruit,9.72,170.26,153.00,73.00,2.00
grapefruit,9.72,170.32,144.00,69.00,12.00
grapefruit,9.72,170.32,162.00,92.00,18.00
grapefruit,9.72,170.34,158.00,73.00,9.00
grapefruit,9.73,170.37,158.00,49.00,20.00
grapefruit,9.73,170.41,120.00,68.00,6.00
grapefruit,9.73,170.42,148.00,78.00,14.00
grapefruit,9.73,170.47,137.00,67.00,13.00
grapefruit,9.73,170.48,133.00,94.00,29.00
grapefruit,9.74,170.50,156.00,76.00,22.00
grapefruit,9.74,170.50,168.00,74.00,26.00
grapefruit,9.74,170.54,138.00,70.00,19.00
grapefruit,9.74,170.57,167.00,72.00,25.00
grapefruit,9.75,170.58,143.00,78.00,11.00
grapefruit,9.75,170.58,133.00,80.00,18.00
grapefruit,9.75,170.58,158.00,77.00,4.00
grapefruit,9.76,170.60,143.00,73.00,15.00
grapefruit,9.76,170.62,128.00,69.00,22.00
grapefruit,9.76,170.62,135.00,62.00,16.00
grapefruit,9.77,170.69,136.00,81.00,9.00
grapefruit,9.77,170.86,142.00,75.00,7.00
grapefruit,9.77,170.89,154.00,76.00,10.00
grapefruit,9.77,170.93,164.00,50.00,11.00
grapefruit,9.77,171.00,149.00,75.00,22.00
grapefruit,9.77,171.03,130.00,63.00,19.00
grapefruit,9.78,171.08,152.00,77.00,12.00
grapefruit,9.78,171.13,147.00,48.00,2.00
grapefruit,9.78,171.13,165.00,54.00,34.00
grapefruit,9.78,171.14,136.00,85.00,4.00
grapefruit,9.79,171.22,159.00,74.00,19.00
grapefruit,9.79,171.29,158.00,53.00,16.00
grapefruit,9.79,171.33,159.00,80.00,2.00
grapefruit,9.80,171.34,145.00,72.00,21.00
grapefruit,9.80,171.37,161.00,67.00,13.00
grapefruit,9.80,171.37,144.00,55.00,12.00
grapefruit,9.80,171.42,169.00,57.00,8.00
grapefruit,9.80,171.43,157.00,73.00,16.00
grapefruit,9.80,171.44,149.00,68.00,20.00
grapefruit,9.80,171.45,149.00,69.00,7.00
grapefruit,9.80,171.49,161.00,69.00,24.00
grapefruit,9.81,171.52,142.00,53.00,2.00
grapefruit,9.81,171.52,149.00,65.00,11.00
grapefruit,9.81,171.53,146.00,89.00,14.00
grapefruit,9.81,171.53,151.00,43.00,7.00
grapefruit,9.81,171.55,169.00,63.00,2.00
grapefruit,9.82,171.56,154.00,77.00,21.00
grapefruit,9.82,171.59,160.00,95.00,13.00
grapefruit,9.82,171.59,146.00,73.00,18.00
grapefruit,9.82,171.60,153.00,69.00,2.00
grapefruit,9.82,171.62,141.00,75.00,12.00
grapefruit,9.82,171.64,155.00,56.00,17.00
grapefruit,9.82,171.65,146.00,60.00,7.00
grapefruit,9.82,171.66,149.00,65.00,22.00
grapefruit,9.82,171.68,164.00,78.00,10.00
grapefruit,9.82,171.68,149.00,63.00,7.00
grapefruit,9.82,171.73,141.00,83.00,17.00
grapefruit,9.83,171.73,158.00,72.00,2.00
grapefruit,9.83,171.74,157.00,85.00,18.00
grapefruit,9.83,171.76,152.00,76.00,3.00
grapefruit,9.83,171.89,153.00,76.00,19.00
grapefruit,9.83,171.93,154.00,67.00,13.00
grapefruit,9.83,171.97,163.00,79.00,11.00
grapefruit,9.83,171.99,165.00,63.00,14.00
grapefruit,9.83,171.99,141.00,64.00,27.00
grapefruit,9.83,172.01,152.00,76.00,2.00
grapefruit,9.84,172.02,156.00,78.00,13.00
grapefruit,9.84,172.04,158.00,72.00,2.00
grapefruit,9.84,172.05,150.00,77.00,6.00
grapefruit,9.84,172.05,138.00,67.00,14.00
grapefruit,9.84,172.07,151.00,62.00,11.00
grapefruit,9.84,172.09,169.00,74.00,19.00
grapefruit,9.85,172.11,168.00,77.00,12.00
grapefruit,9.85,172.12,141.00,70.00,8.00
grapefruit,9.85,172.12,140.00,64.00,2.00
grapefruit,9.85,172.16,171.00,73.00,6.00
grapefruit,9.85,172.17,144.00,70.00,26.00
grapefruit,9.85,172.18,165.00,70.00,34.00
grapefruit,9.85,172.19,145.00,73.00,11.00
grapefruit,9.85,172.21,135.00,73.00,20.00
grapefruit,9.85,172.21,139.00,75.00,30.00
grapefruit,9.85,172.23,156.00,61.00,10.00
grapefruit,9.86,172.25,158.00,79.00,2.00
grapefruit,9.86,172.27,139.00,61.00,2.00
grapefruit,9.86,172.28,154.00,80.00,11.00
grapefruit,9.86,172.29,156.00,86.00,31.00
grapefruit,9.86,172.33,152.00,78.00,17.00
grapefruit,9.86,172.34,138.00,87.00,20.00
grapefruit,9.86,172.35,148.00,60.00,2.00
grapefruit,9.87,172.37,158.00,69.00,12.00
grapefruit,9.87,172.37,166.00,73.00,12.00
grapefruit,9.87,172.39,153.00,88.00,26.00
grapefruit,9.87,172.41,161.00,64.00,6.00
grapefruit,9.87,172.43,157.00,47.00,28.00
grapefruit,9.87,172.44,164.00,76.00,25.00
grapefruit,9.87,172.50,155.00,65.00,24.00
